Eje,Revista,Autor,Anio,Titulo,DOI,Citas,Decision,Motivo
microemprendimiento,Information and Software Technology,John et al.,2025,"An empirical guide to MLOps adoption: Framework, maturity model and taxonomy",10.1016/j.infsof.2025.107725,14,descartar,fuera-de-dominio
microemprendimiento,International Journal of Human-Computer Studies,Duong et al.,2025,"How do young users perceive and respond to AI-generated short-form videos? An exploration of Generation Z’s perceptions, emotional responses, and trust in AI-created video on social media platforms",10.1016/j.ijhcs.2025.103660,10,dudoso,
microemprendimiento,ACM Transactions on Computer-Human Interaction,Lee et al.,2025,Purpose Mode: Reducing Distraction Through Toggling Attention Capture Damaging Patterns on Social Media Websites,10.1145/3711841,7,descartar,fuera-de-dominio
microemprendimiento,Journal of Business Research,Soens et al.,2025,Social media (self-)governance? A mixed-method study on the content and drivers of work-related social media use,10.1016/j.jbusres.2024.114934,7,descartar,fuera-de-dominio
microemprendimiento,ACM Computing Surveys,Busch et al.,2025,A Systematic Literature Review of Enterprise Architecture Evaluation Methods,10.1145/3706582,6,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Information Systems,Yu et al.,2025,MVideoRec: Micro Video Recommendations through Modality Decomposition and Contrastive Learning,10.1145/3711855,6,descartar,fuera-de-dominio
microemprendimiento,IEEE Transactions on Software Engineering,Zhang et al.,2025,"Anchor Attention, Small Cache: Code Generation With Large Language Models",10.1109/tse.2025.3570680,5,descartar,fuera-de-dominio
microemprendimiento,Journal of Management Information Systems,Chan et al.,2025,Understanding the Drivers and Outcomes of Ideologically Charged Social Media Firestorms: The Sociotechnical and Social Learning Perspectives,10.1080/07421222.2025.2520170,4,descartar,fuera-de-dominio
microemprendimiento,Computers in Human Behavior,Meston et al.,2025,Perception of non-binary social media users towards authentic non-binary social media influencers,10.1016/j.chb.2024.108498,4,descartar,sin-relacion-con-hueco
microemprendimiento,ACM Transactions on Software Engineering and Methodology,Houy et al.,2025,Twenty Years Later: Evaluating the Adoption of Control Flow Integrity,10.1145/3702982,3,descartar,fuera-de-dominio
microemprendimiento,Journal of Systems and Software,Cramer et al.,2025,Engineering patterns for Trust and Safety on social media platforms: A case study of Mastodon and Diaspora,10.1016/j.jss.2024.112322,3,descartar,fuera-de-dominio
microemprendimiento,Journal of Marketing Research,Saljoughian et al.,2025,How Firms Can Steer Social Media Conversations,10.1177/00222437251329816,3,dudoso,
microemprendimiento,Journal of the Academy of Marketing Science,Liu et al.,2025,Posture as information: Streamer postures and the purchase of micro and small enterprise resellers in livestreaming,10.1007/s11747-025-01117-1,3,dudoso,
microemprendimiento,Internet Research,Wang et al.,2025,Analyzing the formation mechanism of self-leadership from the perspective of enterprise social media communication visibility,10.1108/intr-03-2024-0461,3,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Information Systems,Li et al.,2025,Independent or Social Driven Decision? A Counterfactual Refinement Strategy for Graph-Based Social Recommendation,10.1145/3717830,3,descartar,fuera-de-dominio
microemprendimiento,Internet Research,Fu et al.,2025,"Enterprise social media, meta-knowledge and knowledge management capability: an affordance perspective",10.1108/intr-08-2023-0632,0,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Software Engineering and Methodology,Russo,2024,Navigating the Complexity of Generative AI Adoption in Software Engineering,10.1145/3652154,206,dudoso,preidentificado-otro-apartado
microemprendimiento,Computers in Human Behavior,Nikolinakou et al.,2024,"What drives addiction on social media sites? The relationships between psychological well-being states, social media addiction, brand addiction and impulse buying on social media",10.1016/j.chb.2023.108086,56,descartar,sin-relacion-con-hueco
microemprendimiento,Decision Support Systems,Luo et al.,2024,How do organizations leverage social media to enhance marketing performance? Unveiling the power of social CRM capability and guanxi,10.1016/j.dss.2023.114123,54,dudoso,
microemprendimiento,Decision Support Systems,Zhu et al.,2024,Effects of enterprise social media use on employee improvisation ability through psychological conditions: The moderating role of enterprise social media policy,10.1016/j.dss.2024.114212,28,descartar,fuera-de-dominio
microemprendimiento,Journal of Systems and Software,Serban et al.,2024,"Software engineering practices for machine learning — Adoption, effects, and team assessment",10.1016/j.jss.2023.111907,27,descartar,fuera-de-dominio
microemprendimiento,Journal of Management Information Systems,Turel et al.,2024,Role of “Likes” and “Dislikes” in Influencing User Behaviors on Social Media,10.1080/07421222.2024.2340829,22,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Computer-Human Interaction,Barta et al.,2024,Theorizing Self Visibility on Social Media: A Visibility Objects Lens,10.1145/3660337,19,descartar,sin-relacion-con-hueco
microemprendimiento,Behaviour and Information Technology,Ma et al.,2024,How enterprise social media usage contributes to employee resilience: moderating role of individual adaptability,10.1080/0144929x.2024.2312452,19,descartar,fuera-de-dominio
microemprendimiento,Information Systems Journal,Boukef et al.,2024,Bridging the gap between work‐ and nonwork‐related knowledge contributions on enterprise social media: The role of the employee–employer relationship,10.1111/isj.12500,14,descartar,fuera-de-dominio
microemprendimiento,Behaviour and Information Technology,Zhuang et al.,2024,What makes UGC more popular on social media platforms? Insights from information adoption theory,10.1080/0144929x.2024.2361835,13,descartar,sin-relacion-con-hueco
microemprendimiento,Behaviour and Information Technology,Liang et al.,2024,How employee resilience contributes to digital performance: moderating role of enterprise social media usage,10.1080/0144929x.2024.2336603,13,descartar,fuera-de-dominio
microemprendimiento,Computers in Human Behavior,Davies et al.,2024,It helps to be funny or compassionate: An exploration of user experiences and evaluation of social media micro-intervention designs for protecting body image,10.1016/j.chb.2023.107999,12,descartar,fuera-de-dominio
microemprendimiento,European Journal of Information Systems,Ciriello et al.,2024,Responsible social media use: how user characteristics shape the actualisation of ambiguous affordances,10.1080/0960085x.2024.2444249,10,descartar,sin-relacion-con-hueco
microemprendimiento,International Journal of Human-Computer Studies,Dennehy et al.,2024,Keeping Fit &amp; Staying Safe: A Systematic Review of Women's Use of Social Media for Fitness,10.1016/j.ijhcs.2024.103361,9,dudoso,
microemprendimiento,Internet Research,Ma et al.,2024,Understanding first aid knowledge adoption on social media with an extended information adoption model,10.1108/intr-08-2023-0651,9,descartar,fuera-de-dominio
microemprendimiento,IEEE Transactions on Software Engineering,Yuan et al.,2024,Provably Valid and Diverse Mutations of Real-World Media Data for DNN Testing,10.1109/tse.2024.3370807,8,descartar,fuera-de-dominio
microemprendimiento,European Journal of Information Systems,Hacker et al.,2024,Unfolding the contextual nature of enterprise social media use – a morphogenetic approach,10.1080/0960085x.2024.2339217,8,descartar,fuera-de-dominio
microemprendimiento,Journal of Marketing Research,Schoenmueller et al.,2024,Who Shares Fake News? Uncovering Insights from Social Media Users’ Post Histories,10.1177/00222437241281873,8,descartar,fuera-de-dominio
microemprendimiento,Empirical Software Engineering,Ragkhitwetsagul et al.,2024,Adoption of automated software engineering tools and techniques in Thailand,10.1007/s10664-024-10472-6,6,descartar,fuera-de-dominio
microemprendimiento,Information Systems Journal,Qureshi et al.,2024,Social media‐induced polarisation,10.1111/isj.12525,6,descartar,fuera-de-dominio
microemprendimiento,Journal of the Academy of Marketing Science,Stäbler et al.,2024,The unheard voice of marketing research: Breaking through to news and social media,10.1007/s11747-024-01038-5,6,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Computer-Human Interaction,Ciobanu et al.,2024,Material Deconstructions of Time: Posthumanist Interventions Through Media Art,10.1145/3685267,5,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on the Web,Zhang et al.,2024,Word-Level Political Sentiments Inferred From Social Media and Application in Recommendation Diversification,10.1145/3700643,2,descartar,fuera-de-dominio
microemprendimiento,Journal of the Academy of Marketing Science,Pezzuti,2024,Correction: Highlighting discrepancies in brand messaging increases social media engagement,10.1007/s11747-023-00999-3,1,descartar,sin-relacion-con-hueco
microemprendimiento,International Journal of Human-Computer Studies,Mirowska et al.,2023,Sweet escape: The role of empathy in social media engagement with human versus virtual influencers,10.1016/j.ijhcs.2023.103008,133,dudoso,
microemprendimiento,Journal of Business Research,Ruparel et al.,2023,Systematic literature review of professional social media platforms: Development of a behavior adoption career development framework,10.1016/j.jbusres.2022.113482,41,descartar,sin-relacion-con-hueco
microemprendimiento,Internet Research,Ma et al.,2023,Enterprise social media usage and social cyberloafing: an empirical investigation using the JD-R model,10.1108/intr-04-2021-0239,40,descartar,fuera-de-dominio
microemprendimiento,Journal of Business Research,Sufyan et al.,2023,Transnational digital entrepreneurship and enterprise effectiveness: A micro-foundational perspective,10.1016/j.jbusres.2023.113802,32,dudoso,
microemprendimiento,ACM Transactions on Information Systems,Liu et al.,2023,Dynamic Multimodal Fusion via Meta-Learning Towards Micro-Video Recommendation,10.1145/3617827,31,descartar,fuera-de-dominio
microemprendimiento,Journal of Management Information Systems,Delkhosh et al.,2023,Impact of Bot Involvement in an Incentivized Blockchain-Based Online Social Media Platform,10.1080/07421222.2023.2229124,28,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Computer-Human Interaction,Amon et al.,2023,Modeling User Characteristics Associated with Interdependent Privacy Perceptions on Social Media,10.1145/3577014,18,descartar,fuera-de-dominio
microemprendimiento,Journal of Management Information Systems,Qahri-Saremi et al.,2023,Situational Contingencies in Susceptibility of Social Media to Phishing: A Temptation and Restraint Model,10.1080/07421222.2023.2196779,17,descartar,fuera-de-dominio
microemprendimiento,Information and Software Technology,Kotusev et al.,2023,Enterprise architecture artifacts as boundary objects: An empirical analysis,10.1016/j.infsof.2022.107108,16,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on the Web,Bouadjenek et al.,2023,A User-Centric Analysis of Social Media for Stock Market Prediction,10.1145/3532856,16,descartar,fuera-de-dominio
microemprendimiento,ACM Transactions on Information Systems,Quan et al.,2023,Alleviating Video-length Effect for Micro-video Recommendation,10.1145/3617826,15,descartar,fuera-de-dominio
microemprendimiento,IEEE Transactions on Software Engineering,Larios-Vargas et al.,2023,DASP: A Framework for Driving the Adoption of Software Security Practices,10.1109/tse.2023.3235684,14,descartar,fuera-de-dominio
microemprendimiento,Journal of the Academy of Marketing Science,Pezzuti,2023,Highlighting Discrepancies in Brand Messaging Increases Social Media Engagement,10.1007/s11747-023-00983-x,11,descartar,sin-relacion-con-hueco
microemprendimiento,Decision Support Systems,Zhu et al.,2023,Revisiting the effects of social networks on enterprise collaboration technology use: A fuzzy-set qualitative comparative analysis approach,10.1016/j.dss.2023.114017,10,descartar,fuera-de-dominio
microemprendimiento,Empirical Software Engineering,Moreira et al.,2023,Analyzing the BizDev interface in an enterprise context: a case of developers acting in business,10.1007/s10664-023-10383-y,1,descartar,fuera-de-dominio
moderacion-llm,ACM Computing Surveys,Du et al.,2026,A Survey on the Optimization of Large Language Model-based Agents,10.1145/3789261,19,descartar,sin-relacion-con-hueco
moderacion-llm,International Journal of Human-Computer Studies,De Paoli,2026,"User personas, ideation and large language models: A post-hoc study",10.1016/j.ijhcs.2025.103690,11,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Software Engineering and Methodology,Dobslaw et al.,2026,Challenges in Testing Large Language Model-Based Software: A Faceted Taxonomy,10.1145/3806396,10,descartar,sin-relacion-con-hueco
moderacion-llm,Computers in Human Behavior,Cheng et al.,2026,Political Content Engagement Model: A large-scale analysis of TikTok political video content features and audience engagement,10.1016/j.chb.2025.108808,9,descartar,sin-relacion-con-hueco
moderacion-llm,Information and Software Technology,Liu et al.,2026,UCD-LLM: A use case diagram requirement modeling multi-agent framework with large language model,10.1016/j.infsof.2025.107955,6,descartar,sin-relacion-con-hueco
moderacion-llm,Decision Support Systems,Kourani et al.,2026,Leveraging large language models for enhanced process model comprehension,10.1016/j.dss.2025.114563,6,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Systems and Software,Duman et al.,2026,From reactive to predictive: A pattern-Aware framework for kubernetes autoscaling with large language model integration,10.1016/j.jss.2026.112861,2,descartar,sin-relacion-con-hueco
moderacion-llm,Decision Support Systems,Jiang et al.,2026,From sparsity to precision: Enhancing bundle recommendations via large language model augmentation and Multi-Graph fusion,10.1016/j.dss.2026.114732,2,descartar,sin-relacion-con-hueco
moderacion-llm,Computers in Human Behavior,Yang et al.,2026,Evaluating human-based and large language model-based content analysis: A case study on negative word-of-mouth classification in social media,10.1016/j.chb.2026.108904,2,dudoso,
moderacion-llm,Computers in Human Behavior,Liu,2026,"Rubric-conditioned large language model labeling: Agreement, uncertainty, and label consistency in subjective text annotation",10.1016/j.chb.2026.108988,2,incluir,"LLM como clasificador bajo una rubrica fija, con cuantificacion de incertidumbre -analogo directo a como el Centinela clasifica contra reglas-"
moderacion-llm,Journal of Business Research,Mamirkulova et al.,2026,Categorizing customer perceptions of sustainable product packaging: Analyzing online reviews using large language models,10.1016/j.jbusres.2026.116358,2,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Computing Surveys,Zhang et al.,2026,Generalizability of Large Language Model-Based Agents: A Comprehensive Survey,10.1145/3794858,2,descartar,sin-relacion-con-hueco
moderacion-llm,IEEE Transactions on Software Engineering,Wang et al.,2026,Mutation-Guided Unit Test Generation With a Large Language Model,10.1109/tse.2026.3682975,1,descartar,sin-relacion-con-hueco
moderacion-llm,European Journal of Information Systems,Blicher et al.,2026,How do attention and emotion drive donations in charitable crowdfunding? An empirical study of users’ cognitive and physiological responses to image content,10.1080/0960085x.2026.2631718,1,descartar,fuera-de-dominio
moderacion-llm,International Journal of Human-Computer Studies,Gutierrez et al.,2026,Livestream communities for AI-generated video content: Viewers’ motivations and perceptions of toxicity and moderation,10.1016/j.ijhcs.2026.103780,1,incluir,"moderacion de contenido GENERADO POR IA especificamente, contexto muy cercano al de Postly"
moderacion-llm,ACM Transactions on Computer-Human Interaction,Li et al.,2026,Sensorimotor Regularities as Alignment between Humans and Large Language Models,10.1145/3778353,1,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Marketing Research,Wei et al.,2026,Ad Intensity Policies and Content Provision on Revenue-Sharing Content Platforms,10.1177/00222437261452611,1,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of the Academy of Marketing Science,Ghasemi et al.,2026,How should content creators narrate their content? The impact of emotionality flips on audience engagement,10.1007/s11747-026-01147-3,1,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Business Research,Stoeber et al.,2026,AI strategy under institutional pressure: strategic conformity and decision-making in large language models,10.1016/j.jbusres.2026.116227,1,descartar,sin-relacion-con-hueco
moderacion-llm,Empirical Software Engineering,Gür et al.,2026,Implicit security requirements classification with large language models using the OWASP application security verification standard: a shift-left approach,10.1007/s10664-026-10854-y,0,descartar,sin-relacion-con-hueco
moderacion-llm,IEEE Transactions on Software Engineering,Meng et al.,2026,Large Language Model Assisted Hybrid Fuzzing,10.1109/tse.2026.3694408,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Software Engineering and Methodology,Xu et al.,2026,HGFuzzer: Directed Greybox Fuzzing via Large Language Model,10.1145/3841476,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Software Engineering and Methodology,Ma et al.,2026,LLM4Log: A Systematic Review of Large Language Model-based Log Analysis,10.1145/3842759,0,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Systems and Software,Yin et al.,2026,Improving the ability of pre-trained language model by imparting large language model’s experience,10.1016/j.jss.2025.112744,0,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Systems and Software,Meng et al.,2026,BPHM: A large language model-enabled bio-inspired prognostics and health management framework for autonomous reliability assurance in cloud-edge systems,10.1016/j.jss.2026.113020,0,descartar,sin-relacion-con-hueco
moderacion-llm,European Journal of Information Systems,Baum et al.,2026,Scaling data management capabilities for enterprise AI: a maturity model for the banking industry,10.1080/0960085x.2026.2723258,0,descartar,fuera-de-dominio
moderacion-llm,Journal of Management Information Systems,Tarafdar et al.,2026,How Reflection Enhances Task Factuality in the Use of Large Language Models,10.1080/07421222.2026.2692283,0,descartar,sin-relacion-con-hueco
moderacion-llm,Decision Support Systems,Wang et al.,2026,TORA: Topic-based rule affinity for content moderation in social media communities,10.1016/j.dss.2026.114750,0,incluir,"TORA incorpora reglas comunitarias explicitas a la moderacion automatizada, analogo directo al enfoque por reglas lexicas del Centinela"
moderacion-llm,ACM Transactions on Computer-Human Interaction,Domingo et al.,2026,"Care, Wisdom, and Civics: Value Sensitive Design of Large Language Model Support for Online Moderation",10.1145/3796227,0,incluir,"diseno sensible a valores con moderadores reales sobre soporte de LLM a la moderacion, insumo para la discusion de diseno del Centinela"
moderacion-llm,Behaviour and Information Technology,Xu et al.,2026,"Conversation styles and role expectations in a large language model: effects on readability, linguistic features, and users’ perceptions in a Copilot experiment",10.1080/0144929x.2026.2638923,0,descartar,sin-relacion-con-hueco
moderacion-llm,Behaviour and Information Technology,Meywirth et al.,2026,Do human trust models transfer to AI? a necessary condition analysis of interpersonal trust antecedents in large language model-based coaching,10.1080/0144929x.2026.2676746,0,descartar,sin-relacion-con-hueco
moderacion-llm,Behaviour and Information Technology,Pezzi et al.,2026,Childhood emotional neglect and problematic social media use in young adults: a moderated moderation model of loneliness and positive solitude,10.1080/0144929x.2026.2697314,0,descartar,fuera-de-dominio
moderacion-llm,Journal of the Academy of Marketing Science,Bauer et al.,2026,The visual moderation effect: How the representation of loyalty reward progress affects consumer judgments and behaviors,10.1007/s11747-025-01133-1,0,descartar,fuera-de-dominio
moderacion-llm,Journal of the Academy of Marketing Science,Nguyen et al.,2026,The language of leaving: Decoding defection via B2B customer language features,10.1007/s11747-026-01192-y,0,descartar,sin-relacion-con-hueco
moderacion-llm,Internet Research,Bao et al.,2026,Do fraud alert features improve user satisfaction? Evidence from large language model–based personality traits in online reviews,10.1108/intr-12-2025-2032,0,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Business Research,Ndou et al.,2026,"Do companies’ climate change actions increase customers’ attitudinal loyalty? An empirical investigation of direct, mediating, and moderation effects",10.1016/j.jbusres.2026.116211,0,descartar,fuera-de-dominio
moderacion-llm,ACM Computing Surveys,Herron et al.,2026,From Rules to Reasoning: A Survey of Large Language Model-Based Approaches to Scientific Hypothesis and Idea Generation,10.1145/3815423,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Information Systems,Zhang et al.,2026,Synergizing Large Language Model and Knowledge Graph for Cold-Start Recommendation,10.1145/3830081,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Information Systems,Na et al.,2026,PALRec: Large Language Model-Based Sequential Recommendation with Parameter-Preserving Augmentation,10.1145/3842668,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Information Systems,Ding et al.,2026,CFALR: Collaborative Filtering-Augmented Large Language Model for Personalized Fashion Outfit Recommendation,10.1145/3829367,0,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on the Web,Mussa et al.,2026,Dialogue Meets Data: A Large Language Model Approach for Efficient Linked Data Retrieval,10.1145/3796550,0,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of the Academy of Marketing Science,Barari et al.,2025,A meta-analysis of the effectiveness of social media influencers: Mechanisms and moderation,10.1007/s11747-025-01107-3,61,descartar,fuera-de-dominio
moderacion-llm,ACM Computing Surveys,Miao et al.,2025,Towards Efficient Generative Large Language Model Serving: A Survey from Algorithms to Systems,10.1145/3754448,50,descartar,sin-relacion-con-hueco
moderacion-llm,Decision Support Systems,Shao et al.,2025,Revisiting time-varying dynamics in stock market forecasting: A multi-source sentiment analysis approach with large language model,10.1016/j.dss.2024.114362,34,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on the Web,Yankouskaya et al.,2025,LLM-D12: A Dual-Dimensional Scale of Instrumental and Relational Dependencies on Large Language Models,10.1145/3765895,32,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Software Engineering and Methodology,Wang et al.,2025,Large Language Model Supply Chain: A Research Agenda,10.1145/3708531,29,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on the Web,Franco et al.,2025,Integrating Content Moderation Systems with Large Language Models,10.1145/3700789,19,incluir,"coincidencia directa de titulo y tesis: pasar de politicas hardcodeadas a moderacion vía LLM, exactamente la sustitucion del canal lexico que este trabajo documenta"
moderacion-llm,Information and Software Technology,van Can et al.,2025,Locating requirements in backlog items: Content analysis and experiments with large language models,10.1016/j.infsof.2024.107644,12,descartar,sin-relacion-con-hueco
moderacion-llm,International Journal of Human-Computer Studies,Warner et al.,2025,A critical reflection on the use of toxicity detection algorithms in proactive content moderation systems,10.1016/j.ijhcs.2025.103468,11,incluir,"critica a la deteccion PROACTIVA de toxicidad -el mismo paradigma que usa el Centinela, que bloquea antes de publicar-"
moderacion-llm,Journal of Business Research,Zhao et al.,2025,"Customer concentration, firm R&amp;D investment and moderation effects",10.1016/j.jbusres.2024.115009,11,descartar,fuera-de-dominio
moderacion-llm,ACM Transactions on Information Systems,Wang et al.,2025,Learning Human Feedback from Large Language Models for Content Quality-aware Recommendation,10.1145/3727144,9,descartar,"sin-relacion-con-hueco: calidad de contenido para RECOMENDACION, no moderacion/cumplimiento normativo"
moderacion-llm,Information and Software Technology,Colavito et al.,2025,Benchmarking large language models for automated labeling: The case of issue report classification,10.1016/j.infsof.2025.107758,8,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Marketing Research,Dang et al.,2025,When Words Meet Visuals: How Content Composition Drives Social Media Engagement for Marketer-Generated Content,10.1177/00222437251373042,6,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Management Information Systems,Lee et al.,2025,"Leveraging Large Language Models for Hate Speech Detection: Multi-Agent, Information-Theoretic Prompt Learning for Enhancing Contextual Understanding",10.1080/07421222.2025.2561383,5,incluir,"framework de deteccion de discurso de odio via prompting LLM multi-agente, metodologicamente cercano al Centinela"
moderacion-llm,Journal of Management Information Systems,Möhlmann et al.,2025,Algorithmic Stakeholder Governance on Content Platforms: A Lead Role Perspective,10.1080/07421222.2025.2520177,5,descartar,"sin-relacion-con-hueco: teoria de gobernanza algoritmica de plataformas, no un mecanismo tecnico de deteccion"
moderacion-llm,Behaviour and Information Technology,Pasch,2025,LLM content moderation and user satisfaction: evidence from response refusals in Chatbot Arena,10.1080/0144929x.2025.2565668,5,incluir,"moderacion via rechazos del propio LLM (refusals) y su efecto en satisfaccion del usuario, sobre 50.000 comparaciones reales"
moderacion-llm,Empirical Software Engineering,Liu et al.,2025,Adversarial attack classification and robustness testing for large language models for code,10.1007/s10664-025-10693-3,4,descartar,sin-relacion-con-hueco
moderacion-llm,IEEE Transactions on Software Engineering,Kim et al.,2025,A Reflection on Change Classification in the Era of Large Language Models,10.1109/tse.2025.3539566,3,descartar,sin-relacion-con-hueco
moderacion-llm,International Journal of Human-Computer Studies,Lyu et al.,2025,Do you need help? Identifying and responding to pilots’ troubleshooting through eye-tracking and Large Language Model,10.1016/j.ijhcs.2025.103617,3,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Computer-Human Interaction,Jhaver,2025,Bans vs. Warning Labels: Examining Bystanders’ Support for Community-wide Moderation Interventions,10.1145/3715116,3,incluir,"compara intervenciones graduadas de moderacion (ban vs etiqueta de aviso), relevante para pensar alternativas al bloqueo binario del Centinela"
moderacion-llm,ACM Transactions on the Web,Sánchez et al.,2025,Large Language Models in Crisis Informatics for Zero and Few-Shot Classification,10.1145/3736160,3,descartar,sin-relacion-con-hueco
moderacion-llm,Information and Software Technology,Olson et al.,2025,Whose voices are heard? Gender disparities in platform-facilitated discrimination and content moderation,10.1016/j.infsof.2025.107899,2,descartar,"sin-relacion-con-hueco: analiza disparidad de genero en moderacion, no el mecanismo tecnico de deteccion"
moderacion-llm,Journal of Systems and Software,Zhu et al.,2025,Text–image fusion template for large language model assisted crowdsourcing test aggregation,10.1016/j.jss.2025.112478,2,descartar,sin-relacion-con-hueco
moderacion-llm,Information Systems Journal,Kudra et al.,2025,"Digital Identity Wallets: A Guide to the
                    <scp>EU’</scp>
                    s New Identity Model",10.1111/isj.70009,1,descartar,fuera-de-dominio
moderacion-llm,IEEE Transactions on Software Engineering,Zuo et al.,2025,DT4LM: Differential Testing for Reliable Language Model Updates in Classification Tasks,10.1109/tse.2025.3622251,0,descartar,sin-relacion-con-hueco
moderacion-llm,Empirical Software Engineering,Sheikhaei et al.,2024,An empirical study on the effectiveness of large language models for SATD identification and classification,10.1007/s10664-024-10548-3,31,descartar,sin-relacion-con-hueco
moderacion-llm,Empirical Software Engineering,Hong et al.,2024,Type-migrating C-to-Rust translation using a large language model,10.1007/s10664-024-10573-2,28,descartar,sin-relacion-con-hueco
moderacion-llm,Journal of Management Information Systems,Nguyen et al.,2024,Understanding the Unintended Effects of Human-Machine Moderation in Addressing Harassment within Online Communities,10.1080/07421222.2024.2340831,16,incluir,"efectos NO buscados de moderacion humano-maquina hibrida, insumo directo para discutir limitaciones del Centinela"
moderacion-llm,Internet Research,Li et al.,2024,"How review content, sentiment and helpfulness votes jointly affect trust of reviews and attitude",10.1108/intr-01-2023-0025,9,descartar,sin-relacion-con-hueco
moderacion-llm,Internet Research,Sun et al.,2024,Will after-hours technology-mediated work make employees leave? A mediated moderation model,10.1108/intr-08-2022-0595,8,descartar,fuera-de-dominio
moderacion-llm,Internet Research,Buil et al.,2024,Encouraging altruistic user-generated content in gamified review platforms,10.1108/intr-02-2024-0211,8,descartar,sin-relacion-con-hueco
moderacion-llm,ACM Transactions on Computer-Human Interaction,Jiang et al.,2023,A Trade-off-centered Framework of Content Moderation,10.1145/3534929,82,incluir,"revision sistematica de 86 estudios de moderacion de contenido, framework de tradeoff sensibilidad/especificidad -ya preidentificado para SS7.3-"
moderacion-llm,Computers in Human Behavior,Wang,2023,Factors related to user perceptions of artificial intelligence (AI)-based content moderation on social media,10.1016/j.chb.2023.107971,46,incluir,"percepcion de usuarios sobre moderacion basada en IA, relevante para la aceptacion de un sistema que bloquea contenido del propio usuario"
moderacion-llm,Journal of Marketing Research,Lu et al.,2023,The Ripple Effect of Firm-Generated Content on New Movie Releases,10.1177/00222437221143066,31,descartar,sin-relacion-con-hueco
moderacion-llm,Information Systems Journal,Ma et al.,2023,Theorising moderation in the configurational approach: A guide for identifying and interpreting moderating influences in <scp>QCA</scp>,10.1111/isj.12439,28,descartar,fuera-de-dominio
moderacion-llm,Information Systems Journal,Hassandoust et al.,2023,Peering through the lens of high‐reliability theory: A competencies driven security culture model of high‐reliability organisations,10.1111/isj.12441,24,descartar,fuera-de-dominio
moderacion-llm,Journal of Marketing Research,Barnea et al.,2023,The Effects of Content Ephemerality on Information Processing,10.1177/00222437221131047,24,descartar,sin-relacion-con-hueco
moderacion-llm,European Journal of Information Systems,Tambe Ebot et al.,2023,Towards a cybercontextual transmission model for online scamming,10.1080/0960085x.2023.2210772,11,descartar,sin-relacion-con-hueco
moderacion-llm,Information Systems Journal,Aguirre‐Urreta et al.,2023,Reconsidering the implications of formative versus reflective measurement model misspecification,10.1111/isj.12487,9,descartar,fuera-de-dominio
moderacion-llm,European Journal of Information Systems,Djurica et al.,2023,Investigating the impact of representation features on decision model comprehension,10.1080/0960085x.2023.2270456,9,descartar,sin-relacion-con-hueco
multimodal,Computers in Human Behavior,Tamura et al.,2027,Large language model counterarguments in older adults: Cognitive offloading or susceptibility to moral persuasion?,10.1016/j.chb.2026.109142,0,descartar,sin-relacion-con-hueco
multimodal,ACM Computing Surveys,Huang et al.,2026,A Survey on Retrieval-Augmented Text Generation for Large Language Models,10.1145/3805774,37,descartar,sin-relacion-con-hueco
multimodal,Decision Support Systems,Li et al.,2026,Does emotional consistency matter? A study of cover image and narrative text in loan-based crowdfunding,10.1016/j.dss.2025.114596,4,dudoso,
multimodal,Empirical Software Engineering,Demissie et al.,2026,VLM-Fuzz: Vision language model assisted recursive depth-first search exploration for effective GUI testing of android apps,10.1007/s10664-026-10816-4,2,descartar,sin-relacion-con-hueco
multimodal,Decision Support Systems,Wang et al.,2026,“Language is the dress of thought”: A new method for automatic detection of AI-generated text,10.1016/j.dss.2025.114578,2,descartar,sin-relacion-con-hueco
